date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
01/20/2025,Deadlift,5 Sets (1 set every minute on the minute)6 Deadlift @7-7.5/10 RPE-Directly into-5 Sets (1 set every minute on the minute)4 Deadlift @8-8.5+/10 RPE,225,225,Load,Deadlift,"[{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225}]",,RX,
01/20/2025,Power Clean,3 Sets3 Power Clean @65-70% 1RM Power Clean2 Sets2 Power Clean @75-80% 1RM Power Clean3 Sets1 Power Clean @80+% 1RM Power Clean*Rest as needed between sets.,145,145,Load,Power Clean,"[{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145}]",,RX,
01/20/2025,Reading: Genesis 32-33,"English: https://www.biblegateway.com/passage/?search=Genesis+32-33&version=NLTEspañol: https://www.biblegateway.com/passage/?search=Genesis+32-33&version=NBVClick ""Workout prep notes available"" directly below for more on Mayhem Faith.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/20/2025,Reading Review,"""Wrestling and Reconciliation""Genesis 32-33 tells the story of Jacob wrestling with a man (later identified as God) and his subsequent reconciliation with Esau. After a night of wrestling, Jacob is blessed and given the name Israel, signifying his struggle with God and men and his prevailing. Following this transformative experience, Jacob faces Esau, not with the anticipated hostility but with an unexpected reconciliation.These chapters teach us about the transformative power of encounters with God and the healing that can occur in human relationships. Jacobs wrestling represents our own struggles with faith and lifes challenges, leading to growth and new identities in God. His reunion with Esau shows the possibility of forgiveness and restoration in strained relationships.Application Question:How can your personal struggles and challenges lead to spiritual growth and a deeper relationship with God?",0,,Other / Text,,[{}],"Genesis 32-33 tells the story of Jacob wrestling with a man (later identified as God) and his subsequent reconciliation with Esau. After a night of wrestling, Jacob is blessed and given the name Israel, signifying his struggle with God and men and his prevailing. Following this transformative experience, Jacob faces Esau, not with the anticipated hostility but with an unexpected reconciliation.These chapters teach us about the transformative power of encounters with God and the healing that can occur in human relationships. Jacobs wrestling represents our own struggles with faith and lifes challenges, leading to growth and new identities in God. His reunion with Esau shows the possibility of forgiveness and restoration in strained relationships.",RX,
01/20/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.com",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/20/2025,Faith,"Spend at least 10 minutes focusing on your faith and relationship with Jesus.We recommend visiting the Mayhem Faith track and completing todays devotional, or simply spend 10 minutes in prayer.Other 10 minute options, for Christians and Non Christians, include (but not limited to):▪️Sitting in silence ▪️Meditating▪️Going for a Walk without your phone focusing on what you are thankful for or joyful aboutIf you have questions about Faith or would like tangible steps to know Jesus, please feel free to reach out to Faith@mayhemathletes.com and wed be happy to help you begin following the Lord and His ways.- Jake, Bella and the Mayhem Faith Team",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/20/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️ Eating a meal ▪️Talking▪️Going for a walk",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/20/2025,Komodo Dragon (45-54),5 sets25/20 Calorie Echo Bike80ft Front Rack Walking Lunge (2x35/25) -rest 1:1-Workout description video: https://youtu.be/KIoB3Yvk6Ng,1155,19:15,,,"[{""secs"":21,""mins"":4},{""secs"":50,""mins"":3},{""secs"":28,""mins"":3},{""secs"":53,""mins"":3},{""secs"":43,""mins"":3}]",,RX,
01/20/2025,Back Squat,"5 Sets1 Back Squat (As heavy as possible)*This structure can look a couple of different ways:1. Build in weight each set. Start light and practice BIG jumps.2. Do a couple of warm up sets (not a lot, we want low volume here) and then hit all 5 singles at the same, challenging weight.3. Start light and stay conservative with the loading (stay around 75-80%) if legs aren’t feeling great.",275,275,Load,Back Squat,"[{""success"":true,""load"":185},{""success"":true,""load"":225},{""success"":true,""load"":275},{""success"":true,""load"":275},{""success"":true,""load"":275}]",,RX,
01/21/2025,Faith,"Spend at least 10 minutes focusing on your faith and relationship with Jesus.We recommend visiting the Mayhem Faith track and completing todays devotional, or simply spend 10 minutes in prayer.Other 10 minute options, for Christians and Non Christians, include (but not limited to):▪️Talking to a mentor or friend about your faith journey▪️Journaling about what matters most in lifeIf you have questions about Faith or would like tangible steps to know Jesus, please feel free to reach out to Faith@mayhemathletes.com and wed be happy to help you begin following the Lord and His ways.- Jake, Bella and the Mayhem Faith TeamRichs take on Faith: https://www.youtube.com/watch?v=uLk9qLB2jJA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/21/2025,Scripture Memory,"1 Timothy 4:88 “Physical training is good, but training for godliness is much better, promising benefits in this life and in the life to come.”Are you as intentional about your spiritual fitness as much as your physical fitness?8 Está bien que te ejercites físicamente, pero es mucho mejor que te ejercites para vivir piadosamente, ya que esto es útil para todo, te ayudará en esta vida y también en la venidera.Click ""Workout prep notes available"" directly below for more on Mayhem Faith.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/21/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.comRichs take on Fitness: youtube.com/watch?v=-brQnYbjeWA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/21/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️Working out together▪️Playing a board game or doing a puzzle▪️Serving someone togetherRichs take on Family: youtube.com/watch?v=6Cls5hp103U&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/22/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.comRichs take on Fitness: https://www.youtube.com/watch?v=-brQnYbjeWA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/22/2025,Faith,"Spend at least 10 minutes focusing on your faith and relationship with Jesus.We recommend visiting the Mayhem Faith track and completing todays devotional, or simply spend 10 minutes in prayer.Other 10 minute options, for Christians and Non Christians, include (but not limited to):▪️Sitting in silence ▪️Meditating▪️Going for a Walk without your phone focusing on what you are thankful for or joyful aboutIf you have questions about Faith or would like tangible steps to know Jesus, please feel free to reach out to Faith@mayhemathletes.com and wed be happy to help you begin following the Lord and His ways.- Jake, Bella and the Mayhem Faith TeamRichs take on Faith: https://www.youtube.com/watch?v=uLk9qLB2jJA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/22/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️Working around the house▪️Cooking a meal together▪️Going somewhere new together in your town or cityRichs take on Family: https://www.youtube.com/watch?v=6Cls5hp103U&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/22/2025,Reading Review,"""Joseph and his Dreams""Genesis 37 introduces us to Joseph, a young man favored by his father but envied by his brothers. This chapter sets the stage for a story of dreams, betrayal, and redemption. Josephs journey teaches us about the complexities of family dynamics and the sovereignty of God. Despite facing jealousy and hatred, Joseph remains faithful, showing us that Gods plans are unfolding even in the midst of trials. His dreams, initially causing strife, are a glimpse into Gods greater design, a reminder that our lives are part of a larger narrative written by God.Josephs story is a testament to the power of faith and perseverance. It encourages us to trust in Gods plan, even when it seems obscured by our immediate circumstances. In this story, we learn that God can use what others intend for harm for good, weaving our challenges into His grand tapestry of salvation.Application Question:How can Josephs faith during trials inspire you in your current challenges?",0,,Other / Text,,[{}],"Joseph and his Dreams""Genesis 37 introduces us to Joseph, a young man favored by his father but envied by his brothers. This chapter sets the stage for a story of dreams, betrayal, and redemption. Josephs journey teaches us about the complexities of family dynamics and the sovereignty of God. Despite facing jealousy and hatred, Joseph remains faithful, showing us that Gods plans are unfolding even in the midst of trials. His dreams, initially causing strife, are a glimpse into Gods greater design, a reminder that our lives are part of a larger narrative written by God.Josephs story is a testament to the power of faith and perseverance. It encourages us to trust in Gods plan, even when it seems obscured by our immediate circumstances. In this story, we learn that God can use what others intend for harm for good, weaving our challenges into His grand tapestry of salvation.",RX,
